household_code,id_member,interview_datetime,cashflow_date,account_name,root_category,cf_category,cf_type,cf_direction,cf_bsheet_direction,agrprodtype,value,cashflow_mode,unitsgoodservice,valueifinkind
MONKJ33,153,7/31/2014 8:52:00,7/24/2014,AGRI07,Operational Income,Agricultural Income,1. Agricultural Revenues (Sales),In,,"04=Fruits (ex: mango, pineapple, banana, papaya, others)",230,01=Cash,,
MONKJ33,153,7/17/2014 12:28:00,7/10/2014,AGRI07,Operational Income,Agricultural Income,1. Agricultural Revenues (Sales),In,,"04=Fruits (ex: mango, pineapple, banana, papaya, others)",300,01=Cash,,
MONKJ33,153,4/6/2015 12:40:00,3/28/2015,AGRI07,Operational Income,Agricultural Income,1. Agricultural Revenues (Sales),In,,"04=Fruits (ex: mango, pineapple, banana, papaya, others)",280,01=Cash,,
MONKJ33,153,7/17/2014 12:28:00,7/10/2014,AGRI07,Operational Income,Agricultural Income,1. Agricultural Revenues (Sales),In,,"04=Fruits (ex: mango, pineapple, banana, papaya, others)",300,01=Cash,,
MONKJ33,153,7/17/2014 12:28:00,7/16/2014,AGRI07,Operational Income,Agricultural Income,1. Agricultural Revenues (Sales),In,,"04=Fruits (ex: mango, pineapple, banana, papaya, others)",300,01=Cash,,
MONKJ33,,3/23/2015 8:00:00,3/19/2015,AGRI08,Operational Income,Agricultural Income,"3. Expenses (Seed, fertilizer, etc...)",Out,,"05=Vegetables (ex: tomato, onion, sukuma, sweet potato, potato, etc.)",100,01=Cash,,
MONKJ33,153,6/22/2015 9:48:00,6/22/2015,ASCA01,Financial,Saving in an ASCA,7. Closing Balance--End of last DQ,,,,0,16=CLOSING BALANCE,,
MONKJ33,153,7/31/2014 8:52:00,7/25/2014,ASCA01,Financial,Saving in an ASCA,2. Deposits,Out,Increase,,1050,01=Cash,,
MONKJ33,153,7/17/2014 12:28:00,7/11/2014,ASCA01,Financial,Saving in an ASCA,2. Deposits,Out,Increase,,1000,01=Cash,,
MONKJ33,153,6/23/2014 10:21:00,6/23/2014,ASCA01,Financial,Saving in an ASCA,1. Starting balance (today),,Increase,,1000,15=STARTING BALANCE,,
MONKJ33,153,4/6/2015 12:40:00,3/25/2015,ASCA01,Financial,Saving in an ASCA,3. Withdrawals,In,Decrease,,3050,01=Cash,,
MONKJ33,153,1/19/2015 11:54:00,1/6/2015,CI02,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,150,01=Cash,,
MONKJ33,153,2/18/2015 8:20:00,2/11/2015,LA01,Financial,Layaway,2. New contribution or deposit,Out,Increase,,200,01=Cash,,
MONKJ33,153,3/5/2015 9:00:00,3/5/2015,LA01,Financial,Layaway,1. Starting balance (today),,Increase,,0,15=STARTING BALANCE,,
MONKJ33,153,1/19/2015 11:54:00,12/25/2014,LA01,Financial,Layaway,2. New contribution or deposit,Out,Increase,,800,01=Cash,,
MONKJ33,153,2/18/2015 8:20:00,2/15/2015,LA01,Financial,Layaway,3. Taking good,,Decrease,,4000,01=Cash,,
MONKJ33,153,6/23/2014 10:21:00,6/23/2014,LA01,Financial,Layaway,1. Starting balance (today),,Increase,,1000,15=STARTING BALANCE,,
MONKJ33,153,6/22/2015 9:48:00,6/22/2015,LA01,Financial,Layaway,7. Closing Balance--End of last DQ,,,,0,16=CLOSING BALANCE,,
MONKJ33,153,10/9/2014 13:05:00,9/30/2014,LA01,Financial,Layaway,2. New contribution or deposit,Out,Increase,,500,01=Cash,,
MONKJ33,153,7/31/2014 8:52:00,6/30/2014,LA01,Financial,Layaway,2. New contribution or deposit,Out,Increase,,500,01=Cash,,
MONKJ33,153,11/20/2014 9:00:00,11/12/2014,LA01,Financial,Layaway,2. New contribution or deposit,Out,Increase,,300,01=Cash,,
MONKJ33,153,9/11/2014 10:00:00,8/29/2014,LA01,Financial,Layaway,2. New contribution or deposit,Out,Increase,,700,01=Cash,,
MONKJ33,,5/6/2015 9:00:00,4/21/2015,OI01,Operational Income,Other income generating activity,1. Income,In,,,500,01=Cash,,
MONKJ33,,12/4/2014 9:00:00,12/2/2014,OI01,Operational Income,Other income generating activity,1. Income,In,,,500,01=Cash,,
MONKJ33,150,8/28/2014 10:09:00,8/27/2014,OI01,Operational Income,Other income generating activity,1. Income,In,,,500,01=Cash,,
MONKJ33,153,6/22/2015 9:48:00,6/17/2015,OOB01,Financial,Friends and Family: Borrowing,3. Payments,Out,Decrease,,100,01=Cash,,
MONKJ33,153,3/23/2015 8:00:00,3/17/2015,OOB01,Financial,Friends and Family: Borrowing,1. Starting balance (today),,Increase,,100,01=Cash,,
MONKJ33,153,6/22/2015 9:48:00,6/22/2015,OOB01,Financial,Friends and Family: Borrowing,7. Closing Balance--End of last DQ,,,,0,16=CLOSING BALANCE,,
MONKJ33,153,1/5/2015 10:10:00,12/21/2014,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,200,01=Cash,,
MONKJ33,153,3/5/2015 9:00:00,2/21/2015,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,150,01=Cash,,
MONKJ33,153,11/20/2014 9:00:00,11/6/2014,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,300,01=Cash,,
MONKJ33,153,4/20/2015 11:55:00,4/10/2015,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,100,01=Cash,,
MONKJ33,153,11/20/2014 9:00:00,11/8/2014,SEI01,Operational Income,Self-employment,2. Wages and benefits paid to workers,Out,,,250,01=Cash,,
MONKJ33,153,9/24/2014 8:51:00,9/24/2014,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,500,01=Cash,,
MONKJ33,153,2/4/2015 10:00:00,1/24/2015,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,100,01=Cash,,
MONKJ33,153,12/4/2014 9:00:00,11/22/2014,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,200,01=Cash,,
MONKJ33,150,5/6/2015 9:00:00,4/22/2015,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,200,01=Cash,,
MONKJ33,150,5/21/2015 7:00:00,5/8/2015,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,100,01=Cash,,
MONKJ33,150,1/5/2015 10:10:00,12/30/2014,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,200,01=Cash,,
MONKJ33,150,12/18/2014 11:30:00,12/12/2014,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,100,01=Cash,,
MONKJ33,150,12/4/2014 9:00:00,12/2/2014,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,150,01=Cash,,
MONKJ33,150,11/20/2014 9:00:00,11/10/2014,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,160,01=Cash,,
MONKJ33,150,6/5/2015 14:05:00,5/23/2015,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,100,01=Cash,,
MONKJ33,150,12/4/2014 9:00:00,11/21/2014,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,200,01=Cash,,
MONKJ33,150,6/22/2015 9:48:00,6/16/2015,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,80,01=Cash,,
MONKJ33,150,6/22/2015 9:48:00,6/22/2015,SIH01,Financial,Keeping Money (Cash) at Home,5. Closing Balance--End of last DQ,,,,90,16=CLOSING BALANCE,,
MONKJ33,150,9/24/2014 8:51:00,9/24/2014,SIH01,Financial,Keeping Money (Cash) at Home,1. Starting balance (today),,Increase,,200,15=STARTING BALANCE,,
MONKJ34,157,6/26/2015 9:00:00,6/21/2015,,Operational Expenses,Milling,Purchases,Out,,,28,01=Cash,,
MONKJ34,158,8/27/2014 11:18:00,8/17/2014,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ34,157,3/30/2015 11:21:00,3/17/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,20,01=Cash,,
MONKJ34,158,8/27/2014 11:18:00,8/13/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,5,01=Cash,,
MONKJ34,158,1/5/2015 11:25:00,12/19/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,120,01=Cash,,
MONKJ34,157,3/30/2015 11:21:00,3/30/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,19,01=Cash,,
MONKJ34,158,4/28/2015 7:00:00,4/25/2015,,Operational Expenses,Matches,Purchases,Out,,,2,01=Cash,,
MONKJ34,157,3/30/2015 11:21:00,3/27/2015,,Physical Asset,Utensils,1. Purchase,Out,Increase,,30,01=Cash,,
MONKJ34,157,1/5/2015 11:25:00,12/29/2014,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,25,01=Cash,,
MONKJ34,158,10/14/2014 10:00:00,10/7/2014,,Physical Asset,Bedroom furniture  including carpets,1. Purchase,Out,Increase,,100,01=Cash,,
MONKJ34,157,5/26/2015 11:05:00,5/14/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,15,01=Cash,,
MONKJ34,158,2/5/2015 9:00:00,1/23/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,20,01=Cash,,
MONKJ34,158,1/19/2015 13:00:00,1/14/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,60,01=Cash,,
MONKJ34,157,5/26/2015 11:05:00,5/24/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,10,01=Cash,,
MONKJ34,158,4/28/2015 7:00:00,4/21/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,58,01=Cash,,
MONKJ34,158,5/12/2015 9:00:00,5/1/2015,,Operational Expenses,Matches,Purchases,Out,,,2,01=Cash,,
MONKJ34,158,12/3/2014 7:25:00,11/21/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,75,01=Cash,,
MONKJ34,157,7/16/2014 13:46:00,7/9/2014,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,50,01=Cash,,
MONKJ34,158,11/17/2014 9:00:00,11/15/2014,,Physical Asset,Chicken and other poultry,1. Purchase,Out,Increase,,120,01=Cash,,
MONKJ34,158,4/13/2015 10:00:00,4/5/2015,,Operational Expenses,"Donations to a house of worship, or to a charity",Payments,Out,,,5,01=Cash,,
MONKJ34,158,6/26/2015 9:00:00,6/25/2015,,Physical Asset,Chicken and other poultry,1. Purchase,Out,Increase,,120,01=Cash,,
MONKJ34,157,1/5/2015 11:25:00,12/29/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,280,01=Cash,,
MONKJ34,157,4/13/2015 10:00:00,4/9/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,20,01=Cash,,
MONKJ34,157,3/2/2015 12:00:00,2/23/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,15,01=Cash,,
MONKJ34,158,3/16/2015 9:00:00,3/9/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,25,01=Cash,,
MONKJ34,158,2/5/2015 9:00:00,2/5/2015,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,50,\N,,
MONKJ34,158,4/13/2015 10:00:00,4/13/2015,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,50,\N,,
MONKJ34,158,6/11/2015 12:15:00,6/1/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,300,01=Cash,,
MONKJ34,158,12/17/2014 9:00:00,12/15/2014,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,20,01=Cash,,
MONKJ34,158,5/12/2015 9:00:00,5/8/2015,,Physical Asset,"Blankets, sheets, and other linens",1. Purchase,Out,Increase,,200,01=Cash,,
MONKJ34,157,4/28/2015 7:00:00,4/23/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,40,01=Cash,,
MONKJ34,158,3/2/2015 12:00:00,2/28/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,25,01=Cash,,
MONKJ34,158,9/29/2014 10:13:00,9/27/2014,,Operational Expenses,Medicines,Purchases,Out,,,10,01=Cash,,
MONKJ34,158,11/17/2014 9:00:00,11/7/2014,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,15,01=Cash,,
MONKJ34,157,6/26/2015 9:00:00,6/19/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,20,01=Cash,,
MONKJ34,158,1/5/2015 11:25:00,12/23/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,150,01=Cash,,
MONKJ34,158,12/17/2014 9:00:00,12/13/2014,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,25,01=Cash,,
MONKJ34,158,8/27/2014 11:18:00,8/19/2014,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,20,01=Cash,,
MONKJ34,158,2/5/2015 9:00:00,2/1/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,10,01=Cash,,
MONKJ34,158,4/13/2015 10:00:00,4/6/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,75,01=Cash,,
MONKJ34,158,8/27/2014 11:18:00,8/15/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,30,01=Cash,,
MONKJ34,157,4/13/2015 10:00:00,4/12/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,30,01=Cash,,
MONKJ34,157,3/16/2015 9:00:00,3/14/2015,,Operational Expenses,"Body soap, shampoos,  cosmetics, toothbrush, tooth paste",Purchases,Out,,,20,01=Cash,,
MONKJ34,158,9/29/2014 10:13:00,9/18/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,15,01=Cash,,
MONKJ34,157,4/13/2015 10:00:00,4/3/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,48,01=Cash,,
MONKJ34,158,12/17/2014 9:00:00,12/12/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,40,01=Cash,,
MONKJ34,158,6/11/2015 12:15:00,6/5/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,50,01=Cash,,
MONKJ34,158,6/26/2015 9:00:00,6/26/2015,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,150,\N,,
MONKJ34,157,8/13/2014 9:39:00,8/10/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,50,01=Cash,,
MONKJ34,158,9/29/2014 10:13:00,9/20/2014,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,10,01=Cash,,
MONKJ34,158,4/13/2015 10:00:00,4/6/2015,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,25,01=Cash,,
MONKJ34,158,1/19/2015 13:00:00,1/9/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,10,01=Cash,,
MONKJ34,157,3/30/2015 11:21:00,3/28/2015,,Operational Expenses,Matches,Purchases,Out,,,3,01=Cash,,
MONKJ34,158,2/5/2015 9:00:00,1/20/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,38,01=Cash,,
MONKJ34,158,4/13/2015 10:00:00,4/4/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,3,01=Cash,,
MONKJ34,157,7/16/2014 13:46:00,7/7/2014,,Physical Asset,"Blankets, sheets, and other linens",1. Purchase,Out,Increase,,100,01=Cash,,
MONKJ34,158,5/12/2015 9:00:00,5/10/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,3,01=Cash,,
MONKJ34,158,7/16/2014 13:46:00,7/8/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,50,01=Cash,,
MONKJ34,158,5/26/2015 11:05:00,5/22/2015,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,15,01=Cash,,
MONKJ34,158,12/3/2014 7:25:00,11/17/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,125,01=Cash,,
MONKJ34,158,12/3/2014 7:25:00,11/23/2014,,Operational Expenses,Building labor,Purchases,Out,,,250,01=Cash,,
MONKJ34,158,8/13/2014 9:39:00,8/11/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,15,01=Cash,,
MONKJ34,157,3/16/2015 9:00:00,3/12/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,45,01=Cash,,
MONKJ34,158,4/13/2015 10:00:00,4/11/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,4,01=Cash,,
MONKJ34,155,1/19/2015 13:00:00,1/17/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,40,01=Cash,,
MONKJ34,157,4/13/2015 10:00:00,4/5/2015,,Operational Expenses,"Donations to a house of worship, or to a charity",Payments,Out,,,5,01=Cash,,
MONKJ34,158,12/17/2014 9:00:00,12/6/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,150,01=Cash,,
MONKJ34,158,7/30/2014 13:47:00,7/27/2014,,Operational Expenses,Traditional healers,Purchases,Out,,,50,01=Cash,,
MONKJ34,158,3/30/2015 11:21:00,3/27/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ34,158,8/27/2014 11:18:00,8/15/2014,,Physical Asset,"Building materials (bricks, cement, roofing sheets)",1. Purchase,Out,Increase,,500,01=Cash,,
MONKJ34,158,11/17/2014 9:00:00,11/14/2014,,Physical Asset,Radio,1. Purchase,Out,Increase,,15,01=Cash,,
MONKJ34,158,11/3/2014 7:10:00,10/20/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,125,01=Cash,,
MONKJ34,158,5/26/2015 11:05:00,5/19/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,10,01=Cash,,
MONKJ34,158,3/16/2015 9:00:00,3/16/2015,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,50,\N,,
MONKJ34,158,3/30/2015 11:21:00,3/26/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,20,01=Cash,,
MONKJ34,157,3/2/2015 12:00:00,2/13/2015,,Operational Expenses,"Body soap, shampoos,  cosmetics, toothbrush, tooth paste",Purchases,Out,,,5,01=Cash,,
MONKJ34,158,7/16/2014 13:46:00,7/16/2014,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,130,\N,,
MONKJ34,158,3/16/2015 9:00:00,3/6/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,50,01=Cash,,
MONKJ34,158,3/30/2015 11:21:00,3/20/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,10,01=Cash,,
MONKJ34,158,11/17/2014 9:00:00,11/10/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,50,01=Cash,,
MONKJ34,157,5/12/2015 9:00:00,4/29/2015,,Operational Expenses,"Accessories: bags, belts, jewelry",Purchases,Out,,,45,01=Cash,,
MONKJ34,155,12/3/2014 7:25:00,11/27/2014,,Physical Asset,Dining room and kitchen furniture,1. Purchase,Out,Increase,,50,01=Cash,,
MONKJ34,158,6/26/2015 9:00:00,6/25/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,15,01=Cash,,
MONKJ34,157,3/2/2015 12:00:00,2/26/2015,,Operational Expenses,"Body soap, shampoos,  cosmetics, toothbrush, tooth paste",Purchases,Out,,,10,01=Cash,,
MONKJ34,158,7/30/2014 13:47:00,7/30/2014,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,50,\N,,
MONKJ34,158,6/11/2015 12:15:00,6/3/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,10,01=Cash,,
MONKJ34,157,3/30/2015 11:21:00,3/26/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,40,01=Cash,,
MONKJ34,155,3/30/2015 11:21:00,3/28/2015,,Operational Expenses,"Books, notebooks, pens, etc.",Purchases,Out,,,15,01=Cash,,
MONKJ34,155,12/3/2014 7:25:00,11/17/2014,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,50,01=Cash,,
MONKJ34,157,5/26/2015 11:05:00,5/25/2015,,Physical Asset,Utensils,1. Purchase,Out,Increase,,25,01=Cash,,
MONKJ34,157,5/12/2015 9:00:00,4/29/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,150,01=Cash,,
MONKJ34,157,4/28/2015 7:00:00,4/26/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,100,01=Cash,,
MONKJ34,158,5/12/2015 9:00:00,5/10/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,100,01=Cash,,
MONKJ34,154,6/11/2015 12:15:00,6/1/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,100,01=Cash,,
MONKJ34,157,5/12/2015 9:00:00,4/29/2015,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,70,01=Cash,,
MONKJ34,,7/30/2014 13:47:00,7/28/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,95,01=Cash,,
MONKJ34,157,2/5/2015 9:00:00,1/28/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,40,01=Cash,,
MONKJ34,156,6/11/2015 12:15:00,6/1/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,100,01=Cash,,
MONKJ34,158,8/13/2014 9:39:00,8/5/2014,,Physical Asset,"Building materials (bricks, cement, roofing sheets)",1. Purchase,Out,Increase,,150,01=Cash,,
MONKJ34,157,5/26/2015 11:05:00,5/16/2015,,Operational Expenses,Milling,Purchases,Out,,,15,01=Cash,,
MONKJ34,158,5/12/2015 9:00:00,5/9/2015,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,55,01=Cash,,
MONKJ34,157,4/13/2015 10:00:00,4/10/2015,,Physical Asset,Utensils,1. Purchase,Out,Increase,,45,01=Cash,,
MONKJ34,158,10/14/2014 10:00:00,9/30/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,100,01=Cash,,
MONKJ34,158,4/28/2015 7:00:00,4/28/2015,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,100,\N,,
MONKJ34,158,2/5/2015 9:00:00,1/29/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,4,01=Cash,,
MONKJ34,157,6/11/2015 12:15:00,6/3/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,20,01=Cash,,
MONKJ34,157,5/12/2015 9:00:00,5/6/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,15,01=Cash,,
MONKJ34,158,12/17/2014 9:00:00,12/9/2014,,Operational Expenses,"Personal care services (saloon, hair, barber, etc.)",Payments,Out,,,15,01=Cash,,
MONKJ34,154,8/27/2014 11:18:00,8/21/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,40,01=Cash,,
MONKJ34,157,3/2/2015 12:00:00,2/8/2015,,Operational Expenses,"Body soap, shampoos,  cosmetics, toothbrush, tooth paste",Purchases,Out,,,10,01=Cash,,
MONKJ34,157,3/30/2015 11:21:00,3/23/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,8,01=Cash,,
MONKJ34,158,6/26/2015 9:00:00,6/25/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,25,01=Cash,,
MONKJ34,158,11/3/2014 7:10:00,10/25/2014,,Operational Expenses,Building labor,Purchases,Out,,,200,01=Cash,,
MONKJ34,158,11/3/2014 7:10:00,10/27/2014,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,25,01=Cash,,
MONKJ34,157,4/28/2015 7:00:00,4/26/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,100,01=Cash,,
MONKJ34,154,9/15/2014 10:35:00,9/13/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,100,01=Cash,,
MONKJ34,158,4/13/2015 10:00:00,4/11/2015,,Physical Asset,Bed Nets,1. Purchase,Out,Increase,,75,01=Cash,,
MONKJ34,158,9/29/2014 10:13:00,9/16/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,25,01=Cash,,
MONKJ34,158,5/26/2015 11:05:00,5/19/2015,,Operational Expenses,"Personal care services (saloon, hair, barber, etc.)",Payments,Out,,,20,01=Cash,,
MONKJ34,158,8/13/2014 9:39:00,8/11/2014,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,30,01=Cash,,
MONKJ34,158,3/2/2015 12:00:00,2/15/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ34,158,10/14/2014 10:00:00,10/10/2014,,Physical Asset,"Blankets, sheets, and other linens",1. Purchase,Out,Increase,,80,01=Cash,,
MONKJ34,158,11/17/2014 9:00:00,11/13/2014,,Operational Expenses,"Electricity, phone charging",Payments,Out,,,10,01=Cash,,
MONKJ34,157,2/5/2015 9:00:00,2/3/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,18,01=Cash,,
MONKJ34,158,3/16/2015 9:00:00,3/13/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ34,157,3/30/2015 11:21:00,3/30/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,10,01=Cash,,
MONKJ34,158,5/26/2015 11:05:00,5/18/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,20,01=Cash,,
MONKJ34,158,11/3/2014 7:10:00,10/21/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,50,01=Cash,,
MONKJ34,158,9/29/2014 10:13:00,9/25/2014,,Operational Expenses,"Personal care services (saloon, hair, barber, etc.)",Payments,Out,,,10,01=Cash,,
MONKJ34,157,3/30/2015 11:21:00,3/29/2015,,Operational Expenses,"Donations to a house of worship, or to a charity",Payments,Out,,,15,01=Cash,,
MONKJ34,158,9/15/2014 10:35:00,9/11/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,100,01=Cash,,
MONKJ34,158,3/16/2015 9:00:00,3/7/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ34,157,5/12/2015 9:00:00,5/6/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,50,01=Cash,,
MONKJ34,158,12/3/2014 7:25:00,12/3/2014,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,50,\N,,
MONKJ34,158,6/26/2015 9:00:00,6/25/2015,,Operational Expenses,Matches,Purchases,Out,,,2,01=Cash,,
MONKJ34,158,1/19/2015 13:00:00,1/9/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,40,01=Cash,,
MONKJ34,158,4/13/2015 10:00:00,4/1/2015,,Physical Asset,"Blankets, sheets, and other linens",1. Purchase,Out,Increase,,180,01=Cash,,
MONKJ34,157,6/26/2015 9:00:00,6/22/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,40,01=Cash,,
